Component,Lambda,Metric,Value,CI
P,32.00,wait,3.607193,0.0906067743561876
System,32.00,pop,26.285819,0.5290810681286483
System,32.00,rt,21.896931,0.4018638230060668
System,32.00,thr,1.198834,0.002588390865517816
System,32.00,util,0.998935,1.2612616304168842E-4
A,33.00,pop,8.766560,0.2624522933051232
A,33.00,rt,2.433290,0.06967801229775772
A,33.00,thr,3.596495,0.007390954734425726
A,33.00,util,0.898754,0.002210291359704209
A,33.00,wait,2.183377,0.06950235970885402
B,33.00,pop,12.625683,0.2875214227822243
B,33.00,rt,10.517705,0.22480985396972666
B,33.00,thr,1.198857,0.0025957665318110594
B,33.00,util,0.945922,0.00224991574469088
B,33.00,wait,9.717952,0.22367928327341322
P,33.00,pop,5.163686,0.11443777026291496
P,33.00,rt,4.303578,0.09024495142388037
P,33.00,thr,1.198843,0.0025978297012262913
P,33.00,util,0.838098,0.002397498758414113
P,33.00,wait,3.604373,0.08957897322159161
System,33.00,pop,26.553627,0.5399245042895245
System,33.00,rt,22.119754,0.41037116496049136
System,33.00,thr,1.198835,0.0025928375012533975
System,33.00,util,0.998954,1.267470568213557E-4
A,34.00,pop,8.794110,0.26600718937078754
A,34.00,rt,2.440890,0.07064781317728089
A,34.00,thr,3.596492,0.0073891608316175314
A,34.00,util,0.898774,0.0022098171851571372
A,34.00,wait,2.190977,0.0704745901300659
B,34.00,pop,12.886207,0.29937957159919615
B,34.00,rt,10.734381,0.2347218235768713
B,34.00,thr,1.198857,0.002597526180128457
B,34.00,util,0.946519,0.002255403601175549
B,34.00,wait,9.934629,0.2335698327832542
P,34.00,pop,5.161762,0.11574378982644208
P,34.00,rt,4.301806,0.09128033047176957
P,34.00,thr,1.198843,0.0025994027059769464
P,34.00,util,0.838124,0.0024008465712529203
P,34.00,wait,3.602601,0.09061801097033907
System,34.00,pop,26.839226,0.5550621761064674
System,34.00,rt,22.357159,0.422892820836233
System,34.00,thr,1.198836,0.0025959239804759205
System,34.00,util,0.998980,1.246245629778103E-4
A,35.00,pop,8.766853,0.26226232857378506
A,35.00,rt,2.433405,0.06966005542125077
A,35.00,thr,3.596489,0.007372226786078943
A,35.00,util,0.898770,0.002207439159046678
A,35.00,wait,2.183493,0.069482576752115
B,35.00,pop,13.193293,0.31778067053615533
B,35.00,rt,10.989754,0.2495489837750523
B,35.00,thr,1.198856,0.002592016145568691
B,35.00,util,0.947243,0.0022699930815098203
B,35.00,wait,10.190002,0.24840830350780357
P,35.00,pop,5.163254,0.11759582182469536
P,35.00,rt,4.302972,0.0927551544722582
P,35.00,thr,1.198844,0.0025999795784254006
P,35.00,util,0.838119,0.0024037296523138066
P,35.00,wait,3.603767,0.09208027346951662
System,35.00,pop,27.121139,0.5705252824610149
System,35.00,rt,22.591574,0.4352539224927084
System,35.00,thr,1.198836,0.0025965663657635993
System,35.00,util,0.998981,1.235373540454218E-4
A,36.00,pop,8.757683,0.26125106622940636
A,36.00,rt,2.430877,0.06939727313219944
A,36.00,thr,3.596488,0.0073737338507408375
A,36.00,util,0.898755,0.002207169805117526
A,36.00,wait,2.180965,0.06922548149395344
B,36.00,pop,13.482078,0.3353850279331954
B,36.00,rt,11.229751,0.2639802868021655
B,36.00,thr,1.198856,0.0025913875266015307
B,36.00,util,0.947937,0.0022924495034285213
B,36.00,wait,10.429999,0.26283794628669815
P,36.00,pop,5.145116,0.11339799900163541
P,36.00,rt,4.288033,0.08914551878151722
P,36.00,thr,1.198842,0.002594879885395762
P,36.00,util,0.838113,0.0024012748134943428
P,36.00,wait,3.588828,0.08847243682562125
System,36.00,pop,27.384106,0.5821402078391975
System,36.00,rt,22.810044,0.44439035583462216
System,36.00,thr,1.198834,0.002589484963100716
System,36.00,util,0.998997,1.2149463164049078E-4
A,37.00,pop,8.773654,0.2605880195807432
A,37.00,rt,2.435342,0.06919966327264995
A,37.00,thr,3.596486,0.00735901328755508
A,37.00,util,0.898759,0.00220765543944072
A,37.00,wait,2.185430,0.0690247884310654
B,37.00,pop,13.729466,0.35416814390972856
B,37.00,rt,11.434890,0.27916789464653813
B,37.00,thr,1.198857,0.002595667303218102
B,37.00,util,0.948482,0.0023091538296154505
B,37.00,wait,10.635138,0.2780392423804933
P,37.00,pop,5.165123,0.11582344827594085
P,37.00,rt,4.304591,0.09133731487950726
P,37.00,thr,1.198843,0.0025989759472544146
P,37.00,util,0.838112,0.0024037183924549978
P,37.00,wait,3.605385,0.0906579814338235
System,37.00,pop,27.667165,0.6002505782799451
System,37.00,rt,23.045100,0.45953468583265344
System,37.00,thr,1.198835,0.002592843791826029
System,37.00,util,0.999017,1.1931866369627181E-4
A,38.00,pop,8.767742,0.25814930690066407
A,38.00,rt,2.433779,0.06861222377800251
A,38.00,thr,3.596486,0.007360297008229501
A,38.00,util,0.898767,0.0022052596771886005
A,38.00,wait,2.183866,0.06843455135736626
B,38.00,pop,13.966408,0.3670172626767287
B,38.00,rt,11.631967,0.2896537307214899
B,38.00,thr,1.198856,0.0025924994167983045
B,38.00,util,0.948996,0.002310667359451637
B,38.00,wait,10.832215,0.28852738440543635
P,38.00,pop,5.158568,0.11632255207114225
P,38.00,rt,4.299242,0.09198131414996472
P,38.00,thr,1.198843,0.0025967019035402516
P,38.00,util,0.838113,0.00240206444097428
P,38.00,wait,3.600036,0.09129043241770735
System,38.00,pop,27.891151,0.6060802071647692
System,38.00,rt,23.231647,0.4641454804016004
System,38.00,thr,1.198835,0.002592575854454662
System,38.00,util,0.999041,1.1895221007410278E-4
A,39.00,pop,8.752028,0.2573678661614562
A,39.00,rt,2.429355,0.06833184096758096
A,39.00,thr,3.596485,0.007355074403770564
A,39.00,util,0.898774,0.0022063501599120286
A,39.00,wait,2.179442,0.06815260478953394
B,39.00,pop,14.209295,0.38269455926657936
B,39.00,rt,11.834408,0.30251687587268805
B,39.00,thr,1.198853,0.002581081868743585
B,39.00,util,0.949497,0.002318943751200323
B,39.00,wait,11.034655,0.30139249306488497
P,39.00,pop,5.165848,0.11527931252696419
P,39.00,rt,4.305325,0.09097020351518686
P,39.00,thr,1.198843,0.002599841669679489
P,39.00,util,0.838110,0.0024049685853215277
P,39.00,wait,3.606120,0.09028900078103419
System,39.00,pop,28.126317,0.620065003251108
System,39.00,rt,23.427225,0.4752094349812125
System,39.00,thr,1.198835,0.0025930887608261424
System,39.00,util,0.999049,1.1827456938764795E-4
A,40.00,pop,8.747517,0.2572469881454819
A,40.00,rt,2.428116,0.06831944285189054
A,40.00,thr,3.596485,0.0073520256598860485
A,40.00,util,0.898772,0.0022069666639427435
A,40.00,wait,2.178203,0.06814135276255762
B,40.00,pop,14.466252,0.40265330397037424
B,40.00,rt,12.047486,0.31900367523115714
B,40.00,thr,1.198854,0.002582155427972187
B,40.00,util,0.949959,0.002323883824004408
B,40.00,wait,11.247733,0.3178881228622958
P,40.00,pop,5.169688,0.11650037339903661
P,40.00,rt,4.308360,0.09222198430616091
P,40.00,thr,1.198842,0.002593400666537618
P,40.00,util,0.838115,0.0024000817391947463
P,40.00,wait,3.609154,0.09152902558720392
System,40.00,pop,28.381417,0.6347457220886485
System,40.00,rt,23.639309,0.48716764488702935
System,40.00,thr,1.198834,0.0025876956999112723
System,40.00,util,0.999058,1.1702585988637406E-4
A,41.00,pop,8.753064,0.25740941457388966
A,41.00,rt,2.429677,0.06839002442018581
A,41.00,thr,3.596485,0.007353275132966839
A,41.00,util,0.898758,0.002206554892381459
A,41.00,wait,2.179764,0.06821204775817874
B,41.00,pop,14.690599,0.4176392195395029
B,41.00,rt,12.233515,0.3307880721716607
B,41.00,thr,1.198854,0.002584841136153551
B,41.00,util,0.950432,0.002340860062096793
B,41.00,wait,11.433763,0.32967643576278705
P,41.00,pop,5.159045,0.11441332071669019
P,41.00,rt,4.299675,0.09053244923382447
P,41.00,thr,1.198843,0.0025953305514987467
P,41.00,util,0.838117,0.002402865590612429
P,41.00,wait,3.600470,0.08984100994340137
System,41.00,pop,28.600796,0.6476576901764167
System,41.00,rt,23.821542,0.4980355399773551
System,41.00,thr,1.198834,0.0025874099240407694
System,41.00,util,0.999068,1.1648383168213438E-4
A,42.00,pop,8.763292,0.2577350955910981
A,42.00,rt,2.432549,0.06854255012645237
A,42.00,thr,3.596481,0.00733643244371718
A,42.00,util,0.898773,0.0022048285266436517
A,42.00,wait,2.182637,0.06836123468461847
B,42.00,pop,14.936168,0.4380833505669288
B,42.00,rt,12.438010,0.3472836351279612
B,42.00,thr,1.198853,0.0025777320801093186
B,42.00,util,0.950814,0.002351949331617646
B,42.00,wait,11.638258,0.34616722179240567
P,42.00,pop,5.163099,0.11581140885697953
P,42.00,rt,4.303098,0.0915536484451384
P,42.00,thr,1.198842,0.002593622703305494
P,42.00,util,0.838114,0.0023990917810588768
P,42.00,wait,3.603893,0.09087202142815645
System,42.00,pop,28.860074,0.6640582913634371
System,42.00,rt,24.037459,0.5110950978688087
System,42.00,thr,1.198834,0.002586720225258269
System,42.00,util,0.999065,1.1655332805855861E-4
A,43.00,pop,8.766919,0.2597346120272203
A,43.00,rt,2.433515,0.06902942703400873
A,43.00,thr,3.596481,0.007334747741791985
A,43.00,util,0.898763,0.00220706282856191
A,43.00,wait,2.183603,0.06884760538430312
B,43.00,pop,15.164533,0.45589113471872916
B,43.00,rt,12.627304,0.3614961318460594
B,43.00,thr,1.198851,0.0025693107577511127
B,43.00,util,0.951200,0.0023655117643013495
B,43.00,wait,11.827552,0.3603882493022038
P,43.00,pop,5.155264,0.11372021032778411
P,43.00,rt,4.296521,0.08976889289755713
P,43.00,thr,1.198841,0.0025889325495717097
P,43.00,util,0.838122,0.0023982585527958793
P,43.00,wait,3.597316,0.08909375824676599
System,43.00,pop,29.083831,0.6819435853621788
System,43.00,rt,24.222561,0.5256122921490558
System,43.00,thr,1.198833,0.0025821766948151918
System,43.00,util,0.999079,1.1758733451205648E-4
A,44.00,pop,8.768435,0.25625753375201366
A,44.00,rt,2.433945,0.06808686741978083
A,44.00,thr,3.596481,0.00733364487369354
A,44.00,util,0.898772,0.002205505311568256
A,44.00,wait,2.184032,0.06790827655097478
B,44.00,pop,15.392657,0.47602597917426365
B,44.00,rt,12.816327,0.37786615600817697
B,44.00,thr,1.198850,0.002565113847911069
B,44.00,util,0.951632,0.0023787593127236988
B,44.00,wait,12.016575,0.37675951825975335
P,44.00,pop,5.145374,0.11268180209713372
P,44.00,rt,4.288390,0.0890019378767442
P,44.00,thr,1.198842,0.0025910295038459007
P,44.00,util,0.838118,0.002398913100219256
P,44.00,wait,3.589185,0.08832127906644498
System,44.00,pop,29.303464,0.6985839643843461
System,44.00,rt,24.404785,0.5390601243099599
System,44.00,thr,1.198833,0.0025840940934476137
System,44.00,util,0.999082,1.1593360023785977E-4
A,45.00,pop,8.743648,0.255195740995936
A,45.00,rt,2.427083,0.06782575469170533
A,45.00,thr,3.596482,0.00733993727323878
A,45.00,util,0.898763,0.0022066170685589685
A,45.00,wait,2.177171,0.06764751857102867
B,45.00,pop,15.584859,0.49074929021065417
B,45.00,rt,12.976035,0.3897995805284353
B,45.00,thr,1.198851,0.002570379522717362
B,45.00,util,0.951951,0.0023903708646301675
B,45.00,wait,12.176282,0.38869262098641066
P,45.00,pop,5.155002,0.11179386663537963
P,45.00,rt,4.296547,0.08834935402058032
P,45.00,thr,1.198841,0.002586397015092485
P,45.00,util,0.838108,0.0023976222568302783
P,45.00,wait,3.597341,0.0876577506392861
System,45.00,pop,29.480912,0.7115229695809319
System,45.00,rt,24.552102,0.5491852098110963
System,45.00,thr,1.198832,0.002580443596329127
System,45.00,util,0.999100,1.1609332484350806E-4
A,46.00,pop,8.740955,0.2557767092081153
A,46.00,rt,2.426350,0.06798913574483897
A,46.00,thr,3.596482,0.007337995977156496
A,46.00,util,0.898769,0.002205360257986212
A,46.00,wait,2.176437,0.06780894088169072
B,46.00,pop,15.834587,0.5115916273859744
B,46.00,rt,13.183769,0.4070189869864797
B,46.00,thr,1.198848,0.002553768122719366
B,46.00,util,0.952343,0.0024026161044713385
B,46.00,wait,12.384017,0.40590756666439215
P,46.00,pop,5.152244,0.11313538596895753
P,46.00,rt,4.294166,0.08929056351077759
P,46.00,thr,1.198839,0.002578093464393918
P,46.00,util,0.838112,0.002395003409281907
P,46.00,wait,3.594961,0.08860245287572811
System,46.00,pop,29.724502,0.7293882421419198
System,46.00,rt,24.755091,0.5641833483223294
System,46.00,thr,1.198831,0.0025762928202639405
System,46.00,util,0.999090,1.1549521560813442E-4
A,47.00,pop,8.755979,0.25697189285809163
A,47.00,rt,2.430542,0.06832655760404435
A,47.00,thr,3.596482,0.007340258744419732
A,47.00,util,0.898771,0.0022081362568322138
A,47.00,wait,2.180630,0.06814496633476791
B,47.00,pop,16.060846,0.5311841077500111
B,47.00,rt,13.371757,0.4227918632027177
B,47.00,thr,1.198847,0.002549403658589209
B,47.00,util,0.952692,0.002418289376968525
B,47.00,wait,12.572005,0.4216904896482317
P,47.00,pop,5.153172,0.11132542520555304
P,47.00,rt,4.294859,0.08784223242335122
P,47.00,thr,1.198839,0.0025793910605523777
P,47.00,util,0.838114,0.0023968329602011224
P,47.00,wait,3.595654,0.0871439941487654
System,47.00,pop,29.967169,0.7473024348058525
System,47.00,rt,24.956724,0.5791217499289629
System,47.00,thr,1.198832,0.0025787913829035734
System,47.00,util,0.999101,1.1584716440842347E-4
A,48.00,pop,8.768025,0.26165016962900034
A,48.00,rt,2.433825,0.06964283965929358
A,48.00,thr,3.596483,0.007345147020661452
A,48.00,util,0.898778,0.0022096842335777144
A,48.00,wait,2.183912,0.06945993000590396
B,48.00,pop,16.215664,0.5448609760763514
B,48.00,rt,13.500382,0.43424838021433754
B,48.00,thr,1.198848,0.0025526515231924698
B,48.00,util,0.952907,0.0024225343205722923
B,48.00,wait,12.700630,0.4331315579165101
P,48.00,pop,5.152068,0.11055387940324306
P,48.00,rt,4.294109,0.08722516397348672
P,48.00,thr,1.198840,0.002582666099597008
P,48.00,util,0.838110,0.00240063347955515
P,48.00,wait,3.594904,0.08652276162300157
System,48.00,pop,30.133090,0.7621091085028735
System,48.00,rt,25.094387,0.5914985501001147
System,48.00,thr,1.198832,0.002580348165211417
System,48.00,util,0.999110,1.1369957972434996E-4
A,49.00,pop,8.755551,0.26165549142902744
A,49.00,rt,2.430356,0.06962630544182735
A,49.00,thr,3.596483,0.007343571822510186
A,49.00,util,0.898775,0.002211894593432303
A,49.00,wait,2.180443,0.06944323658112829
B,49.00,pop,16.421137,0.5636034500621628
B,49.00,rt,13.671344,0.44953032172387164
B,49.00,thr,1.198847,0.0025483139780749595
B,49.00,util,0.953186,0.0024324393145325708
B,49.00,wait,12.871592,0.4484189877589952
P,49.00,pop,5.152140,0.1101979529424158
P,49.00,rt,4.294045,0.08690880373245177
P,49.00,thr,1.198840,0.002582823950039889
P,49.00,util,0.838117,0.0024014168024717097
P,49.00,wait,3.594839,0.08622039445041121
System,49.00,pop,30.326678,0.7749916357663365
System,49.00,rt,25.255057,0.6024566187604025
System,49.00,thr,1.198833,0.0025827144878007714
System,49.00,util,0.999123,1.141519636255174E-4
A,50.00,pop,8.787625,0.2651271082125767
A,50.00,rt,2.439267,0.07056181394812472
A,50.00,thr,3.596482,0.007341294381279057
A,50.00,util,0.898771,0.0022095077205720078
A,50.00,wait,2.189355,0.07038179975934115
B,50.00,pop,16.600741,0.5800206359707617
B,50.00,rt,13.820354,0.4633828183600517
B,50.00,thr,1.198848,0.0025544327098245014
B,50.00,util,0.953442,0.002437209012527174
B,50.00,wait,13.020601,0.4622619125638351
P,50.00,pop,5.156617,0.11115566322908588
P,50.00,rt,4.297731,0.08780081738053773
P,50.00,thr,1.198841,0.0025892563160498645
P,50.00,util,0.838119,0.0024031664971173664
P,50.00,wait,3.598526,0.08710821616654603
System,50.00,pop,30.542316,0.7946389609635819
System,50.00,rt,25.434521,0.6186664065544154
System,50.00,thr,1.198834,0.002589414003807274
System,50.00,util,0.999119,1.1427523165955842E-4
A,51.00,pop,8.783207,0.2684697700559104
A,51.00,rt,2.437982,0.0714779148472782
A,51.00,thr,3.596482,0.007339208814331711
A,51.00,util,0.898762,0.00221290794802074
A,51.00,wait,2.188069,0.07129440299576431
B,51.00,pop,16.773442,0.5933782049892097
B,51.00,rt,13.963806,0.4742875014674992
B,51.00,thr,1.198849,0.0025583133961919746
B,51.00,util,0.953668,0.0024555427353206284
B,51.00,wait,13.164053,0.4731725317045412
P,51.00,pop,5.156272,0.10826775361576736
P,51.00,rt,4.297579,0.08553125276644327
P,51.00,thr,1.198842,0.0025899757184556496
P,51.00,util,0.838114,0.002404546911659672
P,51.00,wait,3.598374,0.0848206779624244
System,51.00,pop,30.709747,0.8042938823328982
System,51.00,rt,25.573846,0.6265082131518831
System,51.00,thr,1.198834,0.002587732884501512
System,51.00,util,0.999122,1.1406904840771076E-4
A,52.00,pop,8.770732,0.2651327628277586
A,52.00,rt,2.434594,0.0705778820503698
A,52.00,thr,3.596482,0.007340639128683955
A,52.00,util,0.898775,0.00221273572932072
A,52.00,wait,2.184682,0.0703958018915506
B,52.00,pop,16.945109,0.6118801047216174
B,52.00,rt,14.106224,0.4887996541880142
B,52.00,thr,1.198848,0.0025544212533750994
B,52.00,util,0.953899,0.002461397757849025
B,52.00,wait,13.306472,0.48769307241670085
P,52.00,pop,5.162800,0.1119030522893833
P,52.00,rt,4.302907,0.08832970155466412
P,52.00,thr,1.198841,0.0025894029296529616
P,52.00,util,0.838116,0.0024053345202765036
P,52.00,wait,3.603701,0.08763943601484903
System,52.00,pop,30.876034,0.8220920252646139
System,52.00,rt,25.711576,0.6408025790397657
System,52.00,thr,1.198834,0.0025880300650040176
System,52.00,util,0.999129,1.1483217205287274E-4
A,53.00,pop,8.798838,0.27211853551688525
A,53.00,rt,2.442312,0.0724888933173806
A,53.00,thr,3.596481,0.007338237923112772
A,53.00,util,0.898773,0.00221192466113455
A,53.00,wait,2.192399,0.07230692021379784
B,53.00,pop,17.094518,0.6329596865247074
B,53.00,rt,14.229906,0.5059303871624319
B,53.00,thr,1.198846,0.0025474811423327587
B,53.00,util,0.954046,0.0024770132544442826
B,53.00,wait,13.430154,0.5048340114739124
P,53.00,pop,5.164796,0.11172104096196542
P,53.00,rt,4.304513,0.0881829464835753
P,53.00,thr,1.198841,0.002586894331858895
P,53.00,util,0.838125,0.002403375646958493
P,53.00,wait,3.605307,0.08749098849621667
System,53.00,pop,31.054261,0.8438377419587404
System,53.00,rt,25.859838,0.6584692902955435
System,53.00,thr,1.198833,0.002583866677634277
System,53.00,util,0.999135,1.1309023164557841E-4
A,54.00,pop,8.785793,0.26981765436323246
A,54.00,rt,2.438741,0.07185736828880745
A,54.00,thr,3.596481,0.007334026675832514
A,54.00,util,0.898771,0.0022126774583935216
A,54.00,wait,2.188829,0.07167632374033422
B,54.00,pop,17.290621,0.649484931513779
B,54.00,rt,14.392788,0.5195888699136216
B,54.00,thr,1.198846,0.002546402438974576
B,54.00,util,0.954305,0.002486377377293534
B,54.00,wait,13.593035,0.5184909307717851
P,54.00,pop,5.159874,0.11034983317448373
P,54.00,rt,4.300625,0.08710587137786556
P,54.00,thr,1.198841,0.0025893865808657174
P,54.00,util,0.838113,0.0024050454871672195
P,54.00,wait,3.601420,0.08640740147827096
System,54.00,pop,31.232456,0.8546020574509946
System,54.00,rt,26.008179,0.667852565532847
System,54.00,thr,1.198834,0.0025892258079031785
System,54.00,util,0.999133,1.1351795474560169E-4
A,55.00,pop,8.794042,0.27235537813690147
A,55.00,rt,2.440945,0.07253070298236237
A,55.00,thr,3.596485,0.007353777576852529
A,55.00,util,0.898778,0.0022153599218800116
A,55.00,wait,2.191032,0.07234837470559947
B,55.00,pop,17.461458,0.6645786307032304
B,55.00,rt,14.535128,0.5319628706319858
B,55.00,thr,1.198845,0.0025397633622466147
B,55.00,util,0.954573,0.002488017049158743
B,55.00,wait,13.735375,0.5308656936381938
P,55.00,pop,5.152469,0.10833241578026988
P,55.00,rt,4.294552,0.08555896873650978
P,55.00,thr,1.198840,0.0025825318927699013
P,55.00,util,0.838106,0.0023996334849095136
P,55.00,wait,3.595346,0.08485977797886969
System,55.00,pop,31.404364,0.8706978790350411
System,55.00,rt,26.151189,0.6811338981262396
System,55.00,thr,1.198833,0.0025831111081982454
System,55.00,util,0.999152,1.1195518398248948E-4
A,56.00,pop,8.794873,0.275122557474677
A,56.00,rt,2.441183,0.07329438709230834
A,56.00,thr,3.596484,0.007349020170806678
A,56.00,util,0.898753,0.0022120725809872815
A,56.00,wait,2.191270,0.07311718307889682
B,56.00,pop,17.646347,0.6844646207524995
B,56.00,rt,14.688933,0.5481476633703376
B,56.00,thr,1.198845,0.0025396565623489226
B,56.00,util,0.954786,0.0025013542224130198
B,56.00,wait,13.889181,0.5470548643904689
P,56.00,pop,5.159027,0.11018513832816948
P,56.00,rt,4.299901,0.08698324687685766
P,56.00,thr,1.198841,0.0025875634262610358
P,56.00,util,0.838111,0.0024005761073864302
P,56.00,wait,3.600695,0.0862781817904166
System,56.00,pop,31.596161,0.8915364243204993
System,56.00,rt,26.310602,0.6982604770996937
System,56.00,thr,1.198833,0.002583533168493392
System,56.00,util,0.999152,1.1229097994864598E-4
A,57.00,pop,8.782158,0.2680719478888021
A,57.00,rt,2.437686,0.07130251115403886
A,57.00,thr,3.596484,0.007352212380737618
A,57.00,util,0.898742,0.0022128248065004363
A,57.00,wait,2.187773,0.07112478112319588
B,57.00,pop,17.814320,0.704437684148247
B,57.00,rt,14.828036,0.5642283048912461
B,57.00,thr,1.198844,0.002537404001275734
B,57.00,util,0.954944,0.002510907093291725
B,57.00,wait,14.028283,0.5631347192771731
P,57.00,pop,5.159885,0.10962058629700606
P,57.00,rt,4.300557,0.08660301847947297
P,57.00,thr,1.198839,0.002579898209172938
P,57.00,util,0.838123,0.0023977990999269104
P,57.00,wait,3.601352,0.08591201989863344
System,57.00,pop,31.750999,0.9036746481378192
System,57.00,rt,26.439535,0.7082490639445592
System,57.00,thr,1.198832,0.002576905927973043
System,57.00,util,0.999156,1.1247402455157153E-4
A,58.00,pop,8.799529,0.2724570353520749
A,58.00,rt,2.442508,0.07253608645271208
A,58.00,thr,3.596483,0.007345935229097139
A,58.00,util,0.898751,0.0022104774993260824
A,58.00,wait,2.192596,0.07236012416168608
B,58.00,pop,17.964477,0.7164360731996453
B,58.00,rt,14.952974,0.5739060085633079
B,58.00,thr,1.198844,0.00253476379339212
B,58.00,util,0.955125,0.0025126849781928976
B,58.00,wait,14.153222,0.5728246474776005
P,58.00,pop,5.166667,0.11072220701554356
P,58.00,rt,4.306313,0.08771620259077297
P,58.00,thr,1.198840,0.002582300551608896
P,58.00,util,0.838111,0.002396837379754613
P,58.00,wait,3.607107,0.08701337817861253
System,58.00,pop,31.925596,0.9180479198417252
System,58.00,rt,26.584974,0.7201078382637759
System,58.00,thr,1.198832,0.0025792415763874086
System,58.00,util,0.999160,1.1324164938589428E-4
A,59.00,pop,8.788280,0.27062296220398513
A,59.00,rt,2.439437,0.07206660624123183
A,59.00,thr,3.596482,0.007340232699696156
A,59.00,util,0.898774,0.0022136215385862227
A,59.00,wait,2.189525,0.07188663360804097
B,59.00,pop,18.163496,0.737520345158858
B,59.00,rt,15.118653,0.5917974666636582
B,59.00,thr,1.198845,0.0025406190660066503
B,59.00,util,0.955351,0.0025250682825000877
B,59.00,wait,14.318900,0.5907105263213687
P,59.00,pop,5.162465,0.10966351025228632
P,59.00,rt,4.302817,0.08689647401212237
P,59.00,thr,1.198842,0.002590312419404197
P,59.00,util,0.838120,0.0023972504662631167
P,59.00,wait,3.603611,0.08619827341611083
System,59.00,pop,32.110083,0.9336061499877928
System,59.00,rt,26.738189,0.7335478413751342
System,59.00,thr,1.198834,0.0025886852531026633
System,59.00,util,0.999173,1.1333848872170269E-4
A,60.00,pop,8.789377,0.2690824106315164
A,60.00,rt,2.439747,0.07163637904936569
A,60.00,thr,3.596483,0.007347367915056829
A,60.00,util,0.898776,0.002214580237008218
A,60.00,wait,2.189834,0.07145757444181303
B,60.00,pop,18.318775,0.7608715764455791
B,60.00,rt,15.247074,0.6107150773161127
B,60.00,thr,1.198845,0.0025398318681026577
B,60.00,util,0.955516,0.0025362822255335107
B,60.00,wait,14.447321,0.6096236160539718
P,60.00,pop,5.167822,0.11136731352042074
P,60.00,rt,4.307219,0.08811095211010714
P,60.00,thr,1.198843,0.0025954753760220176
P,60.00,util,0.838095,0.002402615863157514
P,60.00,wait,3.608013,0.0874238675874133
System,60.00,pop,32.270865,0.9561503636581824
System,60.00,rt,26.871749,0.751753470563842
System,60.00,thr,1.198835,0.002593922694613666
System,60.00,util,0.999172,1.1291247601328145E-4
A,61.00,pop,8.788838,0.27028153671952865
A,61.00,rt,2.439567,0.07195820836223824
A,61.00,thr,3.596482,0.007339959364091407
A,61.00,util,0.898773,0.002214598862596554
A,61.00,wait,2.189654,0.07178075242714355
B,61.00,pop,18.434132,0.7780102774182618
B,61.00,rt,15.342634,0.6251840420164178
B,61.00,thr,1.198844,0.002535958636519387
B,61.00,util,0.955615,0.0025458563074900447
B,61.00,wait,14.542882,0.6241013581380449
P,61.00,pop,5.171014,0.11019662833615358
P,61.00,rt,4.310133,0.08728312524726442
P,61.00,thr,1.198841,0.002586165897568881
P,61.00,util,0.838110,0.0023964907559859802
P,61.00,wait,3.610928,0.0866059339481641
System,61.00,pop,32.389354,0.9734887476250768
System,61.00,rt,26.969714,0.7659868361742885
System,61.00,thr,1.198833,0.0025836513652596977
System,61.00,util,0.999175,1.1297558146791892E-4
A,62.00,pop,8.794796,0.27329397326592797
A,62.00,rt,2.441201,0.072778200428823
A,62.00,thr,3.596481,0.0073369878594299045
A,62.00,util,0.898776,0.0022146266004690186
A,62.00,wait,2.191289,0.07260085859657577
B,62.00,pop,18.597569,0.7948006090956432
B,62.00,rt,15.479082,0.6389649831517816
B,62.00,thr,1.198844,0.00253688813862412
B,62.00,util,0.955799,0.002550060662609451
B,62.00,wait,14.679329,0.6378781379384694
P,62.00,pop,5.176695,0.11006130742924206
P,62.00,rt,4.314804,0.0871023142552557
P,62.00,thr,1.198843,0.0025957298377918213
P,62.00,util,0.838111,0.002400959740199088
P,62.00,wait,3.615599,0.08642053002688026
System,62.00,pop,32.564187,0.9886203081311762
System,62.00,rt,27.115601,0.7788718290732856
System,62.00,thr,1.198836,0.0025958198294622425
System,62.00,util,0.999178,1.1337660901365505E-4
A,63.00,pop,8.800871,0.2761861000496739
A,63.00,rt,2.442836,0.07356663937118821
A,63.00,thr,3.596483,0.007344193375329712
A,63.00,util,0.898769,0.002214840583671094
A,63.00,wait,2.192923,0.07339009739118524
B,63.00,pop,18.704794,0.801447763486432
B,63.00,rt,15.568127,0.644521984548887
B,63.00,thr,1.198846,0.0025428890847920263
B,63.00,util,0.955925,0.002553993224876266
B,63.00,wait,14.768374,0.6434397890003177
P,63.00,pop,5.176513,0.11052484989845861
P,63.00,rt,4.314533,0.0874974245186825
P,63.00,thr,1.198843,0.00259681630347114
P,63.00,util,0.838114,0.0024024548293754273
P,63.00,wait,3.615328,0.08681684683777695
System,63.00,pop,32.677495,0.9961882504728878
System,63.00,rt,27.209475,0.7854255830155278
System,63.00,thr,1.198836,0.0025944083039298373
System,63.00,util,0.999174,1.118438245783349E-4
A,64.00,pop,8.776804,0.27283852767782324
A,64.00,rt,2.436229,0.07264731853013846
A,64.00,thr,3.596482,0.007340961411026189
A,64.00,util,0.898776,0.002216430969899081
A,64.00,wait,2.186316,0.07246846568343472
B,64.00,pop,18.830164,0.8193009487011264
B,64.00,rt,15.672481,0.6591497450162452
B,64.00,thr,1.198844,0.0025359769271929684
B,64.00,util,0.956018,0.002570564133639464
B,64.00,wait,14.872729,0.6580612381971666
P,64.00,pop,5.190205,0.11395303555242961
