Component,Lambda,Metric,Value,CI
B,96.00,wait,16.844258,1.00388759625156
P,96.00,pop,5.188472,0.11941914659413919
P,96.00,rt,4.324248,0.09454790629778428
P,96.00,thr,1.198850,0.002629458785142859
P,96.00,util,0.838123,0.0024094015435445816
P,96.00,wait,3.625042,0.09390307897825595
System,96.00,pop,35.225760,1.4377504690906437
System,96.00,rt,29.319932,1.1507441538153147
System,96.00,thr,1.198845,0.002637350664684697
System,96.00,util,0.999218,1.1027229460485777E-4
A,97.00,pop,8.803816,0.2912717079298713
A,97.00,rt,2.443481,0.07753722176082477
A,97.00,thr,3.596480,0.007335399638467644
A,97.00,util,0.898772,0.0022200983627186977
A,97.00,wait,2.193568,0.07737181894506716
B,97.00,pop,21.288186,1.2636199599737397
B,97.00,rt,17.708315,1.0238154784324758
B,97.00,thr,1.198849,0.0025578718769436112
B,97.00,util,0.958087,0.0026990683054576195
B,97.00,wait,16.908563,1.0228515206286948
P,97.00,pop,5.174771,0.1115349793960717
P,97.00,rt,4.312869,0.08830450498182564
P,97.00,thr,1.198850,0.0026275160906987977
P,97.00,util,0.838121,0.002409303274359818
P,97.00,wait,3.613664,0.08761625688295757
System,97.00,pop,35.262109,1.4470681072328666
System,97.00,rt,29.349668,1.158670217355847
System,97.00,thr,1.198845,0.002636299910324477
System,97.00,util,0.999219,1.1035356741217034E-4
A,98.00,pop,8.803139,0.2914545753750495
A,98.00,rt,2.443286,0.077577015987111
A,98.00,thr,3.596480,0.007335926206596553
A,98.00,util,0.898755,0.0022214739005921116
A,98.00,wait,2.193374,0.07741078319754191
B,98.00,pop,21.271828,1.2689200127782405
B,98.00,rt,17.694633,1.0280510773245646
B,98.00,thr,1.198849,0.0025573863222767153
B,98.00,util,0.958052,0.002702301584393279
B,98.00,wait,16.894880,1.0270872421637678
P,98.00,pop,5.176809,0.11223018142923326
P,98.00,rt,4.314530,0.08877826381416803
P,98.00,thr,1.198849,0.002626529835203102
P,98.00,util,0.838124,0.002407846791327941
P,98.00,wait,3.615325,0.08809464294037953
System,98.00,pop,35.246642,1.4530589432615721
System,98.00,rt,29.337064,1.1635808426594607
System,98.00,thr,1.198844,0.00263523291404836
System,98.00,util,0.999215,1.1007274373873332E-4
A,99.00,pop,8.800610,0.2906642973071533
A,99.00,rt,2.442617,0.07737778709125698
A,99.00,thr,3.596479,0.007331054732768657
A,99.00,util,0.898772,0.0022203994965762732
A,99.00,wait,2.192704,0.07721091091538423
B,99.00,pop,21.363051,1.2889084440457848
B,99.00,rt,17.769459,1.0448493307327895
B,99.00,thr,1.198849,0.002559758544609891
B,99.00,util,0.958118,0.002705982804691446
B,99.00,wait,16.969706,1.0438893085596739
P,99.00,pop,5.172350,0.11056491036803433
P,99.00,rt,4.310904,0.08754596294745699
P,99.00,thr,1.198849,0.002625597326979555
P,99.00,util,0.838123,0.0024091306087821256
P,99.00,wait,3.611698,0.08685554286112293
System,99.00,pop,35.330900,1.4695098235065425
System,99.00,rt,29.406260,1.1775578542809646
System,99.00,thr,1.198844,0.00263399161403323
System,99.00,util,0.999213,1.0997346014094986E-4
A,100.00,pop,8.801868,0.29080975706890766
A,100.00,rt,2.442946,0.07742124170259485
A,100.00,thr,3.596481,0.007338783357073941
A,100.00,util,0.898772,0.0022216337699909926
A,100.00,wait,2.193034,0.07725547491684523
B,100.00,pop,21.371375,1.2932380047825118
B,100.00,rt,17.777191,1.0487783445069148
B,100.00,thr,1.198848,0.0025558202525680783
B,100.00,util,0.958131,0.002705941194813348
B,100.00,wait,16.977438,1.0478144529104942
P,100.00,pop,5.176158,0.11114472007721411
P,100.00,rt,4.314032,0.08802245410702145
P,100.00,thr,1.198849,0.002625423646454925
P,100.00,util,0.838124,0.0024091619790319813
P,100.00,wait,3.614826,0.08733392310830529
System,100.00,pop,35.344387,1.4734698118212572
System,100.00,rt,29.418107,1.1812956672077015
System,100.00,thr,1.198844,0.0026339368319929224
System,100.00,util,0.999220,1.105851676677542E-4
A,101.00,pop,8.794646,0.2900671811722928
A,101.00,rt,2.440973,0.07721618677724508
A,101.00,thr,3.596480,0.007334196999399442
A,101.00,util,0.898770,0.0022217441276833304
A,101.00,wait,2.191060,0.07704809622509744
B,101.00,pop,21.427227,1.310956683925224
B,101.00,rt,17.823056,1.0630901061583216
B,101.00,thr,1.198849,0.002557948992329637
B,101.00,util,0.958165,0.002709104615011819
B,101.00,wait,17.023304,1.0621344575739728
P,101.00,pop,5.178598,0.11354000909967903
P,101.00,rt,4.316065,0.08986017263146102
P,101.00,thr,1.198850,0.0026292980098642257
P,101.00,util,0.838124,0.0024091490380146493
P,101.00,wait,3.616860,0.08918581838636964
System,101.00,pop,35.395180,1.4904585377102562
System,101.00,rt,29.460098,1.1951656530618748
System,101.00,thr,1.198845,0.002636906434192934
System,101.00,util,0.999216,1.1038421183003847E-4
A,102.00,pop,8.800911,0.2930012576257409
A,102.00,rt,2.442649,0.07797823511625962
A,102.00,thr,3.596481,0.007338988350263486
A,102.00,util,0.898772,0.002222223368313323
A,102.00,wait,2.192737,0.0778115051173094
B,102.00,pop,21.453846,1.3171854128578837
B,102.00,rt,17.844560,1.0680818675738728
B,102.00,thr,1.198849,0.0025611399337346604
B,102.00,util,0.958183,0.0027125848112380946
B,102.00,wait,17.044808,1.0671275727354324
P,102.00,pop,5.175437,0.11250795377159672
P,102.00,rt,4.313442,0.08918813033424543
P,102.00,thr,1.198849,0.002626770899733103
P,102.00,util,0.838123,0.002407858222092525
P,102.00,wait,3.614237,0.08850756497304019
System,102.00,pop,35.424862,1.4981290068232318
System,102.00,rt,29.483998,1.201700245036161
System,102.00,thr,1.198844,0.0026350612090703354
System,102.00,util,0.999217,1.1038650414017543E-4
A,103.00,pop,8.792949,0.2909417441030848
A,103.00,rt,2.440509,0.07745323725895788
A,103.00,thr,3.596480,0.007333145356970528
A,103.00,util,0.898773,0.0022220685943005296
A,103.00,wait,2.190596,0.07728430932236847
B,103.00,pop,21.484015,1.3285132415316634
B,103.00,rt,17.869624,1.0773770039916808
B,103.00,thr,1.198850,0.0025620463347813343
B,103.00,util,0.958197,0.0027133534062607624
B,103.00,wait,17.069872,1.0764274905774567
P,103.00,pop,5.176139,0.11284492256970009
P,103.00,rt,4.314055,0.0894086559103473
P,103.00,thr,1.198850,0.0026283998311091255
P,103.00,util,0.838123,0.00240799261517353
P,103.00,wait,3.614849,0.08872934905269715
System,103.00,pop,35.448149,1.5070280714396111
System,103.00,rt,29.503267,1.2088998217248734
System,103.00,thr,1.198844,0.0026358551256272975
System,103.00,util,0.999219,1.1069186110180762E-4
A,104.00,pop,8.798302,0.29193281009375316
A,104.00,rt,2.441952,0.07770278582429757
A,104.00,thr,3.596480,0.007335278601211792
A,104.00,util,0.898773,0.0022232022743270395
A,104.00,wait,2.192039,0.07753479576717394
B,104.00,pop,21.500968,1.3340940843073128
B,104.00,rt,17.883616,1.0816698667451017
B,104.00,thr,1.198850,0.002562013218595673
B,104.00,util,0.958194,0.0027136349785693184
B,104.00,wait,17.083864,1.0807254550490577
P,104.00,pop,5.177148,0.11291267426288963
P,104.00,rt,4.314859,0.08942424176351031
P,104.00,thr,1.198850,0.0026291829003544324
P,104.00,util,0.838123,0.002409074508213665
P,104.00,wait,3.615653,0.08874469242366959
System,104.00,pop,35.471454,1.5139594483150902
System,104.00,rt,29.522382,1.214207837356612
System,104.00,thr,1.198845,0.002636790547044931
System,104.00,util,0.999219,1.1053996839168941E-4
A,105.00,pop,8.803760,0.2954575146844159
A,105.00,rt,2.443421,0.07862172400558975
A,105.00,thr,3.596480,0.0073347039004350995
A,105.00,util,0.898773,0.002222692505956393
A,105.00,wait,2.193509,0.0784544956341246
B,105.00,pop,21.526222,1.3410687426925065
B,105.00,rt,17.904111,1.0882023316383762
B,105.00,thr,1.198849,0.0025581063967771308
B,105.00,util,0.958216,0.0027161455120595025
B,105.00,wait,17.104359,1.087252939165778
P,105.00,pop,5.178568,0.11351748803173058
P,105.00,rt,4.316053,0.08992628493092607
P,105.00,thr,1.198850,0.0026294769980872977
P,105.00,util,0.838123,0.002407951523296682
P,105.00,wait,3.616848,0.08924704297642663
System,105.00,pop,35.503148,1.5227568590978309
System,105.00,rt,29.548471,1.2223833767566574
System,105.00,thr,1.198845,0.0026371855496029484
System,105.00,util,0.999216,1.1013770032831652E-4
A,106.00,pop,8.797968,0.29434206326244794
A,106.00,rt,2.441837,0.07832367619467936
A,106.00,thr,3.596480,0.0073375308320362724
A,106.00,util,0.898772,0.002223024335363699
A,106.00,wait,2.191924,0.0781563107363008
B,106.00,pop,21.561639,1.3547600881880728
B,106.00,rt,17.933275,1.09946021157343
B,106.00,thr,1.198849,0.0025605396056265213
B,106.00,util,0.958243,0.0027197512331982115
B,106.00,wait,17.133522,1.0985165290671701
P,106.00,pop,5.174239,0.11187770884104585
P,106.00,rt,4.312472,0.08867636421033472
P,106.00,thr,1.198850,0.0026286408014831635
P,106.00,util,0.838124,0.002408047293562979
P,106.00,wait,3.613267,0.08799486755108196
System,106.00,pop,35.528598,1.5351877951110207
System,106.00,rt,29.569312,1.232603370865664
System,106.00,thr,1.198845,0.0026362926704957537
System,106.00,util,0.999218,1.1008338610880946E-4
A,107.00,pop,8.792074,0.2917818368539129
A,107.00,rt,2.440253,0.07765531026421292
A,107.00,thr,3.596479,0.007333029395002982
A,107.00,util,0.898771,0.002222545803278921
A,107.00,wait,2.190341,0.07748722921365156
B,107.00,pop,21.571422,1.3591299463527005
B,107.00,rt,17.941513,1.1028048126629488
B,107.00,thr,1.198850,0.0025624498523679406
B,107.00,util,0.958242,0.002718922771162778
B,107.00,wait,17.141760,1.101864212207573
P,107.00,pop,5.179684,0.11387962948561649
P,107.00,rt,4.316936,0.09031690378676892
P,107.00,thr,1.198850,0.002629854099240094
P,107.00,util,0.838125,0.002408030363570611
P,107.00,wait,3.617731,0.08963855581936586
System,107.00,pop,35.538150,1.5380510635016222
System,107.00,rt,29.577274,1.2346433550689082
System,107.00,thr,1.198845,0.0026374927073494463
System,107.00,util,0.999219,1.1019284759215272E-4
A,108.00,pop,8.801145,0.2960451892035523
A,108.00,rt,2.442685,0.07875278538497041
A,108.00,thr,3.596480,0.007336127517558983
A,108.00,util,0.898772,0.0022242603069925343
A,108.00,wait,2.192773,0.0785856328157174
B,108.00,pop,21.575147,1.3589213213080784
B,108.00,rt,17.944561,1.1025573912885576
B,108.00,thr,1.198849,0.0025606071778275933
B,108.00,util,0.958239,0.0027188487423819244
B,108.00,wait,17.144809,1.1016190383358022
P,108.00,pop,5.176400,0.11309652900066838
P,108.00,rt,4.314211,0.08961519624783132
P,108.00,thr,1.198850,0.0026310252946401013
P,108.00,util,0.838124,0.0024082950454870013
P,108.00,wait,3.615006,0.08893486139274266
System,108.00,pop,35.547728,1.5410902531657966
System,108.00,rt,29.584876,1.2370216827936649
System,108.00,thr,1.198845,0.0026387354693014242
System,108.00,util,0.999220,1.0997830694035082E-4
A,109.00,pop,8.800796,0.2960048712093099
A,109.00,rt,2.442599,0.07875969404365037
A,109.00,thr,3.596480,0.0073351016077050635
A,109.00,util,0.898772,0.002224743723576134
A,109.00,wait,2.192686,0.07859186053499935
B,109.00,pop,21.585080,1.3574608716273353
B,109.00,rt,17.953027,1.10186329440735
B,109.00,thr,1.198849,0.0025614776636835464
B,109.00,util,0.958253,0.002719245425920007
B,109.00,wait,17.153274,1.1009206306111154
P,109.00,pop,5.173523,0.11219052855070584
P,109.00,rt,4.311828,0.0888762882975992
P,109.00,thr,1.198850,0.002630322494841319
P,109.00,util,0.838124,0.0024085111489039646
P,109.00,wait,3.612622,0.0881963603882264
System,109.00,pop,35.554581,1.5387923744462917
System,109.00,rt,29.590699,1.2357662132639993
System,109.00,thr,1.198845,0.002637977811966049
System,109.00,util,0.999219,1.1038565619058891E-4
A,110.00,pop,8.799585,0.2950890033041593
A,110.00,rt,2.442288,0.07853214735311576
A,110.00,thr,3.596479,0.00733087556898996
A,110.00,util,0.898772,0.00222341281283318
A,110.00,wait,2.192375,0.0783644482954305
B,110.00,pop,21.625760,1.3728975266212065
B,110.00,rt,17.986235,1.1146974330080766
B,110.00,thr,1.198849,0.002559290922009147
B,110.00,util,0.958270,0.0027221160535229826
B,110.00,wait,17.186483,1.1137561915525338
P,110.00,pop,5.175733,0.11244427037161227
P,110.00,rt,4.313649,0.0890872482552863
P,110.00,thr,1.198850,0.0026316792528325843
P,110.00,util,0.838125,0.0024092784708825187
P,110.00,wait,3.614444,0.08840695083233203
System,110.00,pop,35.596114,1.554414914042145
System,110.00,rt,29.624797,1.2486576424012001
System,110.00,thr,1.198845,0.00263966605911088
System,110.00,util,0.999221,1.1037529548443355E-4
A,111.00,pop,8.791500,0.29334770017364914
A,111.00,rt,2.440077,0.07805856164931257
A,111.00,thr,3.596479,0.007329914932856665
A,111.00,util,0.898772,0.0022236820969475943
A,111.00,wait,2.190165,0.0778906631510452
B,111.00,pop,21.649173,1.3801235824171443
B,111.00,rt,18.005364,1.1205758040854028
B,111.00,thr,1.198849,0.0025605361885035443
B,111.00,util,0.958273,0.002722997143810254
B,111.00,wait,17.205612,1.1196393859707898
P,111.00,pop,5.170433,0.1113260410134932
P,111.00,rt,4.309299,0.08816876570214294
P,111.00,thr,1.198850,0.0026313151662800205
P,111.00,util,0.838123,0.0024100383403815274
P,111.00,wait,3.610094,0.08748498600830874
System,111.00,pop,35.606213,1.5572522186768436
System,111.00,rt,29.632961,1.250948849098262
System,111.00,thr,1.198845,0.0026393580543605235
System,111.00,util,0.999221,1.1030355663432973E-4
A,112.00,pop,8.801124,0.29493006795208704
A,112.00,rt,2.442697,0.07846612861781883
A,112.00,thr,3.596480,0.007334126589848641
A,112.00,util,0.898771,0.00222584363219961
A,112.00,wait,2.192784,0.07829863057695222
B,112.00,pop,21.694964,1.3933932296947857
B,112.00,rt,18.043134,1.1312768184015276
B,112.00,thr,1.198850,0.0025649102827009257
B,112.00,util,0.958301,0.002725924088200314
B,112.00,wait,17.243381,1.1303486868734436
P,112.00,pop,5.172709,0.11211814759170705
P,112.00,rt,4.311224,0.08875067317815488
P,112.00,thr,1.198851,0.002634548518904042
P,112.00,util,0.838122,0.002411199832559994
P,112.00,wait,3.612018,0.08806699144856968
System,112.00,pop,35.664107,1.5745663718697287
System,112.00,rt,29.680495,1.2651149920430764
System,112.00,thr,1.198846,0.002641939142363312
System,112.00,util,0.999224,1.1022990018375012E-4
A,113.00,pop,8.804912,0.29644489417373693
A,113.00,rt,2.443725,0.07885703262791859
A,113.00,thr,3.596479,0.007332971936911342
A,113.00,util,0.898772,0.002225693634160308
A,113.00,wait,2.193812,0.07868985012068622
B,113.00,pop,21.736928,1.405519510314012
B,113.00,rt,18.077541,1.1414810616002082
B,113.00,thr,1.198850,0.0025639509060857066
B,113.00,util,0.958320,0.0027278299910831246
B,113.00,wait,17.277789,1.1405558086607932
P,113.00,pop,5.173731,0.11250494836625827
P,113.00,rt,4.312044,0.08904516239946098
P,113.00,thr,1.198851,0.002635373183851677
P,113.00,util,0.838124,0.002411597630874646
P,113.00,wait,3.612839,0.08835937159174843
System,113.00,pop,35.710709,1.588705542085187
System,113.00,rt,29.718799,1.2768897740140743
System,113.00,thr,1.198846,0.0026429508573529085
System,113.00,util,0.999222,1.1003725753080883E-4
A,114.00,pop,8.798937,0.29662809035010484
A,114.00,rt,2.442090,0.07890766870833593
A,114.00,thr,3.596479,0.0073324758979090585
A,114.00,util,0.898772,0.0022263238751561876
A,114.00,wait,2.192178,0.07873976878135146
B,114.00,pop,21.755331,1.4125323859935106
B,114.00,rt,18.092540,1.1474184309065285
B,114.00,thr,1.198850,0.0025654305014359744
B,114.00,util,0.958332,0.002729304516525669
B,114.00,wait,17.292788,1.1464929035565623
P,114.00,pop,5.173493,0.11208436365207462
P,114.00,rt,4.311833,0.08871065597898639
P,114.00,thr,1.198851,0.0026354100500881445
P,114.00,util,0.838125,0.002411273717671115
P,114.00,wait,3.612628,0.08802954612729767
System,114.00,pop,35.722858,1.5952235639045313
System,114.00,rt,29.728696,1.282359550632222
System,114.00,thr,1.198846,0.0026429753761977853
System,114.00,util,0.999221,1.1002008332855393E-4
A,115.00,pop,8.798053,0.2931749423634166
A,115.00,rt,2.441904,0.07802085496695842
A,115.00,thr,3.596478,0.007327362600236439
A,115.00,util,0.898771,0.002224416834383391
A,115.00,wait,2.191991,0.07785214632948427
B,115.00,pop,21.785010,1.4230131244126103
B,115.00,rt,18.117507,1.155985485666907
B,115.00,thr,1.198850,0.002562155709385612
B,115.00,util,0.958340,0.0027308538611683767
B,115.00,wait,17.317755,1.1550607857133042
P,115.00,pop,5.173487,0.11272021772107593
P,115.00,rt,4.311827,0.08916335936174258
P,115.00,thr,1.198852,0.0026388373592123376
P,115.00,util,0.838123,0.002413032279878159
P,115.00,wait,3.612622,0.08848165658792126
System,115.00,pop,35.751920,1.6024280491468077
System,115.00,rt,29.753098,1.2883616883049762
System,115.00,thr,1.198847,0.002646620592482162
System,115.00,util,0.999222,1.1004114018170141E-4
A,116.00,pop,8.792978,0.2932834181082163
A,116.00,rt,2.440489,0.07805230746453841
A,116.00,thr,3.596479,0.007328829121007556
A,116.00,util,0.898772,0.002224426061044912
A,116.00,wait,2.190576,0.07788422682051861
B,116.00,pop,21.788163,1.423820660407721
B,116.00,rt,18.120121,1.1563987424961655
B,116.00,thr,1.198849,0.0025608844714517087
B,116.00,util,0.958345,0.0027308311040799118
B,116.00,wait,17.320369,1.1554757105036018
P,116.00,pop,5.173549,0.11256348652882212
P,116.00,rt,4.311863,0.08896942256644139
P,116.00,thr,1.198852,0.0026383208778803973
P,116.00,util,0.838125,0.00241259169013887
P,116.00,wait,3.612657,0.0882888925653136
System,116.00,pop,35.749758,1.6016269034755561
System,116.00,rt,29.751513,1.287333201057014
System,116.00,thr,1.198847,0.002647001974255689
System,116.00,util,0.999222,1.100542475105949E-4
A,117.00,pop,8.797044,0.29464930077571067
A,117.00,rt,2.441606,0.07840357074182906
A,117.00,thr,3.596479,0.007330466383078774
A,117.00,util,0.898771,0.0022251293355091874
A,117.00,wait,2.191693,0.0782350516982191
B,117.00,pop,21.834176,1.4424643125400847
B,117.00,rt,18.157707,1.1718210646923655
B,117.00,thr,1.198850,0.0025625253319761076
B,117.00,util,0.958359,0.0027342981016029284
B,117.00,wait,17.357955,1.1709045537436946
P,117.00,pop,5.171497,0.11196692947807987
P,117.00,rt,4.310206,0.08854834111675357
P,117.00,thr,1.198852,0.002639736442411324
P,117.00,util,0.838124,0.0024131766842772832
P,117.00,wait,3.611000,0.08786207167330481
System,117.00,pop,35.798089,1.6198520898980038
System,117.00,rt,29.790786,1.302531728521742
System,117.00,thr,1.198847,0.002647408401752997
System,117.00,util,0.999222,1.1010033849000639E-4
A,118.00,pop,8.807447,0.29701367964956016
A,118.00,rt,2.444424,0.078993002097091
A,118.00,thr,3.596480,0.007337267646633318
A,118.00,util,0.898772,0.002227950639361426
A,118.00,wait,2.194511,0.07882509255816039
B,118.00,pop,21.886332,1.4578016713961548
B,118.00,rt,18.200523,1.1843383722511955
B,118.00,thr,1.198851,0.0025683799793758434
B,118.00,util,0.958378,0.002737300095706726
B,118.00,wait,17.400771,1.183431987293541
P,118.00,pop,5.172469,0.1117542580998513
P,118.00,rt,4.310988,0.08853723736533875
P,118.00,thr,1.198852,0.002639664528484385
P,118.00,util,0.838125,0.002414618962522665
P,118.00,wait,3.611783,0.0878396364616034
System,118.00,pop,35.862127,1.6404106750112126
System,118.00,rt,29.842819,1.3196511333368794
System,118.00,thr,1.198847,0.0026480169792389542
System,118.00,util,0.999223,1.1020404041187033E-4
A,119.00,pop,8.805666,0.29660339571500877
A,119.00,rt,2.443935,0.07889307196908026
A,119.00,thr,3.596480,0.007335212039845536
A,119.00,util,0.898772,0.002226874120117494
A,119.00,wait,2.194023,0.07872627688365515
B,119.00,pop,21.869874,1.4514832173695162
B,119.00,rt,18.187241,1.179012472048902
B,119.00,thr,1.198850,0.0025640379654740843
B,119.00,util,0.958371,0.00273584528319618
B,119.00,wait,17.387488,1.178101698496333
P,119.00,pop,5.172800,0.11169172052549518
P,119.00,rt,4.311242,0.08847581773743697
P,119.00,thr,1.198852,0.0026399685748238295
P,119.00,util,0.838126,0.002415591714247345
P,119.00,wait,3.612037,0.08777741494135514
System,119.00,pop,35.843809,1.6314296407010638
System,119.00,rt,29.828328,1.3121099200700932
System,119.00,thr,1.198847,0.0026477215898799964
System,119.00,util,0.999223,1.1014313360388449E-4
A,120.00,pop,8.798945,0.29637248338363026
A,120.00,rt,2.442069,0.07881718939244231
A,120.00,thr,3.596480,0.007338425860011943
A,120.00,util,0.898767,0.0022283869211183536
A,120.00,wait,2.192156,0.07864978245676985
B,120.00,pop,21.916442,1.4674439527850753
B,120.00,rt,18.225603,1.1928856374948387
B,120.00,thr,1.198851,0.0025693943818793203
B,120.00,util,0.958389,0.002736547534711555
B,120.00,wait,17.425850,1.1919759637126621
P,120.00,pop,5.172698,0.11135317364903088
P,120.00,rt,4.311197,0.08822222265640083
P,120.00,thr,1.198852,0.0026388652142670874
P,120.00,util,0.838124,0.002414418332051278
P,120.00,wait,3.611991,0.08752582969035679
System,120.00,pop,35.883400,1.6458367082595595
System,120.00,rt,29.861057,1.3247650023674884
System,120.00,thr,1.198847,0.0026461627525286285
System,120.00,util,0.999221,1.100602510240129E-4
