Time,Metric,Value,Batch,Component
24745.130141,rt,3.586123,5,B
24745.130141,wait,2.784214,5,B
24745.130141,util,0.690941,5,B
24745.130141,pop,3.520950,5,B
24745.130141,thr,0.981843,5,B
24746.536122,rt,0.734592,17,A
24746.536122,wait,0.489419,17,A
24746.536122,util,0.691327,17,A
24746.536122,pop,2.071697,17,A
24746.536122,thr,2.825845,17,A
24748.668998,rt,2.247749,5,P
24748.668998,wait,1.557097,5,P
24748.668998,util,0.480323,5,P
24748.668998,pop,2.205279,5,P
24748.668998,thr,0.981118,5,P
24748.785428,rt,8.543934,5,System
24748.785428,pop,8.383279,5,System
24748.785428,util,0.981480,5,System
24748.785428,thr,0.981095,5,System
26110.791518,rt,0.961610,18,A
26110.791518,wait,0.710523,18,A
26110.791518,util,0.753892,18,A
26110.791518,pop,2.887182,18,A
26110.791518,thr,3.002370,18,A
27485.217642,rt,1.014621,19,A
27485.217642,wait,0.759841,19,A
27485.217642,util,0.759167,19,A
27485.217642,pop,3.023525,19,A
27485.217642,thr,2.980153,19,A
28787.517733,rt,3.788655,6,B
28787.517733,wait,3.013958,6,B
28787.517733,util,0.764590,6,B
28787.517733,pop,3.838845,6,B
28787.517733,thr,1.013263,6,B
28789.652380,rt,0.942835,20,A
28789.652380,wait,0.699302,20,A
28789.652380,util,0.764586,20,A
28789.652380,pop,2.960435,20,A
28789.652380,thr,3.140057,20,A
28791.684975,rt,2.244145,6,P
28791.684975,wait,1.551887,6,P
28791.684975,util,0.007967,6,P
28791.684975,pop,2.274004,6,P
28791.684975,thr,1.013105,6,P
28791.845976,rt,8.951417,6,System
28791.845976,pop,9.067710,6,System
28791.845976,util,0.986682,6,System
28791.845976,thr,1.013094,6,System
30150.744204,rt,1.011678,21,A
30150.744204,wait,0.761788,21,A
30150.744204,util,0.752196,21,A
30150.744204,pop,3.044728,21,A
30150.744204,thr,3.009349,21,A
31578.559320,rt,0.976940,22,A
31578.559320,wait,0.724164,22,A
31578.559320,util,0.724810,22,A
31578.559320,pop,2.802059,22,A
31578.559320,thr,2.868719,22,A
32986.394547,rt,4.285735,7,B
32986.394547,wait,3.470845,7,B
32986.394547,util,0.722732,7,B
32986.394547,pop,4.180871,7,B
32986.394547,thr,0.975499,7,B
32986.947520,rt,0.810295,23,A
32986.947520,wait,0.561851,23,A
32986.947520,util,0.722796,23,A
32986.947520,pop,2.356968,23,A
32986.947520,thr,2.908289,23,A
32988.946781,rt,2.267839,7,P
32988.946781,wait,1.573376,7,P
32988.946781,util,0.744360,7,P
32988.946781,pop,2.212488,7,P
32988.946781,thr,0.975874,7,P
32989.557916,rt,9.352834,7,System
32989.557916,pop,9.126892,7,System
32989.557916,util,0.984481,7,System
32989.557916,thr,0.975770,7,System
34333.040130,rt,1.013305,24,A
34333.040130,wait,0.762468,24,A
34333.040130,util,0.762688,24,A
34333.040130,pop,3.082397,24,A
34333.040130,thr,3.042881,24,A
35733.247798,rt,0.886439,25,A
35733.247798,wait,0.637329,25,A
35733.247798,util,0.729443,25,A
35733.247798,pop,2.596092,25,A
35733.247798,thr,2.925280,25,A
37093.384431,rt,3.625076,8,B
37093.384431,wait,2.823599,8,B
37093.384431,util,0.766373,8,B
37093.384431,pop,3.614404,8,B
37093.384431,thr,0.997324,8,B
37096.674227,rt,0.898962,26,A
37096.674227,wait,0.643683,26,A
37096.674227,util,0.766125,26,A
37096.674227,pop,2.697369,26,A
37096.674227,thr,3.004196,26,A
37098.910064,rt,2.556096,8,P
37098.910064,wait,1.855781,8,P
37098.910064,util,0.484717,8,P
37098.910064,pop,2.550043,8,P
37098.910064,thr,0.996603,8,P
37098.972722,rt,8.979154,8,System
37098.972722,pop,8.950118,8,System
37098.972722,util,0.980644,8,System
37098.972722,thr,0.996736,8,System
38476.435779,rt,0.741375,27,A
38476.435779,wait,0.497623,27,A
38476.435779,util,0.724357,27,A
38476.435779,pop,2.203789,27,A
38476.435779,thr,2.968629,27,A
39823.587545,rt,0.930569,28,A
39823.587545,wait,0.685581,28,A
39823.587545,util,0.744295,28,A
39823.587545,pop,2.825205,28,A
39823.587545,thr,3.040489,28,A
41185.872862,rt,3.713533,9,B
41185.872862,wait,2.918852,9,B
41185.872862,util,0.756848,9,B
41185.872862,pop,3.716659,9,B
41185.872862,thr,1.000858,9,B
41187.187971,rt,1.264871,29,A
41187.187971,wait,1.012801,29,A
41187.187971,util,0.757034,29,A
41187.187971,pop,3.800436,29,A
41187.187971,thr,3.003812,29,A
41188.054055,rt,2.126587,9,P
41188.054055,wait,1.440751,9,P
41188.054055,util,0.750162,9,P
41188.054055,pop,2.127239,9,P
41188.054055,thr,1.001677,9,P
41188.540600,rt,8.777963,9,System
41188.540600,pop,8.788705,9,System
41188.540600,util,0.985273,9,System
41188.540600,thr,1.001573,9,System
42488.443998,rt,0.892601,30,A
42488.443998,wait,0.647848,30,A
42488.443998,util,0.769913,30,A
42488.443998,pop,2.807692,30,A
42488.443998,thr,3.147728,30,A
43917.445928,rt,0.826242,31,A
43917.445928,wait,0.585718,31,A
43917.445928,util,0.689183,31,A
43917.445928,pop,2.367950,31,A
43917.445928,thr,2.866336,31,A
45250.866517,rt,4.595017,10,B
45250.866517,wait,3.769833,10,B
45250.866517,util,0.749008,10,B
45250.866517,pop,4.629735,10,B
45250.866517,thr,1.007628,10,B
45253.789811,rt,0.937598,32,A
45253.789811,wait,0.693532,32,A
45253.789811,util,0.748079,32,A
45253.789811,pop,2.873811,32,A
45253.789811,thr,3.065079,32,A
45254.521160,rt,2.417990,10,P
45254.521160,wait,1.714383,10,P
45254.521160,util,0.000000,10,P
45254.521160,pop,2.434912,10,P
45254.521160,thr,1.007263,10,P
45254.615019,rt,9.669372,10,System
45254.615019,pop,9.738008,10,System
45254.615019,util,0.983680,10,System
45254.615019,thr,1.007360,10,System
46659.237051,rt,0.965198,33,A
46659.237051,wait,0.704506,33,A
46659.237051,util,0.760084,33,A
46659.237051,pop,2.814564,33,A
46659.237051,thr,2.914375,33,A
48037.255445,rt,0.801676,34,A
48037.255445,wait,0.553905,34,A
48037.255445,util,0.736485,34,A
48037.255445,pop,2.384764,34,A
48037.255445,thr,2.972384,34,A
49383.170518,rt,3.783009,11,B
49383.170518,wait,2.980279,11,B
49383.170518,util,0.754254,11,B
49383.170518,pop,3.749745,11,B
49383.170518,thr,0.991215,11,B
49387.182412,rt,1.064170,35,A
49387.182412,wait,0.815499,35,A
49387.182412,util,0.753910,35,A
49387.182412,pop,3.223997,35,A
49387.182412,thr,3.034238,35,A
49392.751952,rt,2.206695,11,P
49392.751952,wait,1.516154,11,P
49392.751952,util,0.151398,11,P
49392.751952,pop,2.186943,11,P
49392.751952,thr,0.989795,11,P
49393.231415,rt,8.819376,11,System
49393.231415,pop,8.739892,11,System
49393.231415,util,0.985007,11,System
49393.231415,thr,0.989703,11,System
50747.304450,rt,0.940994,36,A
50747.304450,wait,0.690728,36,A
50747.304450,util,0.755072,36,A
50747.304450,pop,2.844271,36,A
50747.304450,thr,3.011494,36,A
52055.247652,rt,1.085558,37,A
52055.247652,wait,0.835449,37,A
52055.247652,util,0.783343,37,A
52055.247652,pop,3.393966,37,A
52055.247652,thr,3.131634,37,A
53406.709354,rt,1.049927,38,A
53406.709354,wait,0.797710,38,A
53406.709354,util,0.762482,38,A
53406.709354,pop,3.175116,38,A
53406.709354,thr,3.030793,38,A
53407.175085,rt,3.908546,12,B
53407.175085,wait,3.121007,12,B
53407.175085,util,0.037971,12,B
53407.175085,pop,3.982283,12,B
53407.175085,thr,1.017891,12,B
53409.789263,rt,2.279736,12,P
53409.789263,wait,1.598400,12,P
53409.789263,util,0.795562,12,P
53409.789263,pop,2.320132,12,P
53409.789263,thr,1.019657,12,P
53411.390140,rt,9.267196,12,System
53411.390140,pop,9.447381,12,System
53411.390140,util,0.985332,12,System
53411.390140,thr,1.019372,12,System
54793.296366,rt,0.958623,39,A
54793.296366,wait,0.708209,39,A
54793.296366,util,0.741506,39,A
54793.296366,pop,2.847320,39,A
54793.296366,thr,2.954016,39,A
56180.119142,rt,0.871827,40,A
56180.119142,wait,0.627717,40,A
56180.119142,util,0.719104,40,A
56180.119142,pop,2.558925,40,A
56180.119142,thr,2.953514,40,A
57520.958315,rt,3.886308,13,B
57520.958315,wait,3.070945,13,B
57520.958315,util,0.760248,13,B
57520.958315,pop,3.863913,13,B
57520.958315,thr,0.995677,13,B
57522.820305,rt,0.978038,41,A
57522.820305,wait,0.728779,41,A
57522.820305,util,0.760643,41,A
57522.820305,pop,2.984563,41,A
57522.820305,thr,3.050567,41,A
57523.803727,rt,2.164403,13,P
57523.803727,wait,1.468047,13,P
57523.803727,util,0.956320,13,P
57523.803727,pop,2.155532,13,P
57523.803727,thr,0.995621,13,P
57524.427707,rt,8.857010,13,System
57524.427707,pop,8.809685,13,System
57524.427707,util,0.985869,13,System
57524.427707,thr,0.995858,13,System
58927.073734,rt,0.922634,42,A
58927.073734,wait,0.670788,42,A
58927.073734,util,0.734711,42,A
58927.073734,pop,2.691309,42,A
58927.073734,thr,2.916852,42,A
60285.556798,rt,1.083534,43,A
60285.556798,wait,0.836869,43,A
60285.556798,util,0.743271,43,A
60285.556798,pop,3.265523,43,A
60285.556798,thr,3.015128,43,A
61692.482569,rt,3.644373,14,B
61692.482569,wait,2.862243,14,B
61692.482569,util,0.730744,14,B
61692.482569,pop,3.578753,14,B
61692.482569,thr,0.981895,14,B
61698.683892,rt,0.901453,44,A
61698.683892,wait,0.649804,44,A
61698.683892,util,0.731904,44,A
61698.683892,pop,2.647132,44,A
61698.683892,thr,2.898536,44,A
61701.395130,rt,2.254123,14,P
61701.395130,wait,1.549467,14,P
61701.395130,util,0.959808,14,P
61701.395130,pop,2.209445,14,P
61701.395130,thr,0.980469,14,P
61701.990007,rt,8.807230,14,System
61701.990007,pop,8.659022,14,System
61701.990007,util,0.977715,14,System
61701.990007,thr,0.980476,14,System
63045.189973,rt,0.924916,45,A
63045.189973,wait,0.676008,45,A
63045.189973,util,0.754722,45,A
63045.189973,pop,2.777126,45,A
63045.189973,thr,3.041947,45,A
64393.087240,rt,0.943217,46,A
64393.087240,wait,0.694465,46,A
64393.087240,util,0.756249,46,A
64393.087240,pop,2.866652,46,A
64393.087240,thr,3.038807,46,A
65793.041969,rt,4.391791,15,B
65793.041969,wait,3.585224,15,B
65793.041969,util,0.742951,15,B
65793.041969,pop,4.389048,15,B
65793.041969,thr,0.998888,15,B
65793.213378,rt,1.023063,47,A
65793.213378,wait,0.768849,47,A
65793.213378,util,0.743012,47,A
65793.213378,pop,2.991712,47,A
65793.213378,thr,2.925451,47,A
65794.578348,rt,2.301214,15,P
65794.578348,wait,1.591082,15,P
65794.578348,util,0.949904,15,P
65794.578348,pop,2.302907,15,P
65794.578348,thr,1.000688,15,P
65794.653269,rt,9.583268,15,System
65794.653269,pop,9.567577,15,System
65794.653269,util,0.988293,15,System
65794.653269,thr,1.000815,15,System
67204.670300,rt,0.958566,48,A
67204.670300,wait,0.701400,48,A
67204.670300,util,0.745977,48,A
67204.670300,pop,2.781047,48,A
67204.670300,thr,2.901966,48,A
68622.634106,rt,0.881409,49,A
68622.634106,wait,0.634737,49,A
68622.634106,util,0.713630,49,A
68622.634106,pop,2.557007,49,A
68622.634106,thr,2.888649,49,A
69998.078333,rt,0.863036,50,A
69998.078333,wait,0.615993,50,A
69998.078333,util,0.734147,50,A
69998.078333,pop,2.557503,50,A
69998.078333,thr,2.977947,50,A
69998.700097,rt,3.041314,16,B
69998.700097,wait,2.244283,16,B
69998.700097,util,0.288004,16,B
69998.700097,pop,2.961240,16,B
69998.700097,thr,0.973926,16,B
69999.822279,rt,2.083815,16,P
69999.822279,wait,1.379416,16,P
69999.822279,util,0.619711,16,P
69999.822279,pop,2.029458,16,P
69999.822279,thr,0.974022,16,P
70000.362737,rt,7.828035,16,System
70000.362737,pop,7.623200,16,System
70000.362737,util,0.988090,16,System
70000.362737,thr,0.973914,16,System
71381.877508,rt,0.825702,51,A
71381.877508,wait,0.579516,51,A
71381.877508,util,0.729208,51,A
71381.877508,pop,2.446014,51,A
71381.877508,thr,2.959967,51,A
72702.151331,rt,0.930800,52,A
72702.151331,wait,0.686053,52,A
72702.151331,util,0.759057,52,A
72702.151331,pop,2.886293,52,A
72702.151331,thr,3.102387,52,A
74041.515149,rt,4.319144,17,B
74041.515149,wait,3.521059,17,B
74041.515149,util,0.784672,17,B
74041.515149,pop,4.373113,17,B
74041.515149,thr,1.013155,17,B
74044.567345,rt,1.189030,53,A
74044.567345,wait,0.931728,53,A
74044.567345,util,0.784923,53,A
74044.567345,pop,3.627647,53,A
74044.567345,thr,3.051215,53,A
74047.108200,rt,2.337980,17,P
74047.108200,wait,1.649043,17,P
74047.108200,util,0.984620,17,P
74047.108200,pop,2.375230,17,P
74047.108200,thr,1.012036,17,P
74047.623209,rt,9.607047,17,System
74047.623209,pop,9.725280,17,System
74047.623209,util,0.982110,17,System
74047.623209,thr,1.012043,17,System
75418.358984,rt,0.763532,54,A
75418.358984,wait,0.524219,54,A
75418.358984,util,0.713950,54,A
75418.358984,pop,2.278509,54,A
75418.358984,thr,2.981529,54,A
76795.347907,rt,0.987252,55,A
76795.347907,wait,0.735341,55,A
76795.347907,util,0.748924,55,A
76795.347907,pop,2.933651,55,A
76795.347907,thr,2.974606,55,A
78141.465782,rt,3.541847,18,B
78141.465782,wait,2.750742,18,B
78141.465782,util,0.758911,18,B
78141.465782,pop,3.538512,18,B
78141.465782,thr,0.999036,18,B
78144.176088,rt,0.926978,56,A
78144.176088,wait,0.676887,56,A
78144.176088,util,0.759235,56,A
78144.176088,pop,2.815477,56,A
78144.176088,thr,3.036710,56,A
78148.625816,rt,2.219937,18,P
78148.625816,wait,1.527098,18,P
78148.625816,util,0.795066,18,P
78148.625816,pop,2.215731,18,P
78148.625816,thr,0.998655,18,P
78149.234324,rt,8.430130,18,System
78149.234324,pop,8.432000,18,System
78149.234324,util,0.981142,18,System
78149.234324,thr,0.998632,18,System
79491.386042,rt,0.881333,57,A
79491.386042,wait,0.633037,57,A
79491.386042,util,0.754694,57,A
79491.386042,pop,2.679816,57,A
79491.386042,thr,3.040358,57,A
80836.791089,rt,0.917249,58,A
80836.791089,wait,0.671328,58,A
80836.791089,util,0.748960,58,A
80836.791089,pop,2.790939,58,A
80836.791089,thr,3.044436,58,A
82190.395432,rt,3.615209,19,B
82190.395432,wait,2.829317,19,B
82190.395432,util,0.758434,19,B
82190.395432,pop,3.657321,19,B
82190.395432,thr,1.011625,19,B
82195.712120,rt,1.008669,59,A
82195.712120,wait,0.757228,59,A
82195.712120,util,0.759404,59,A
82195.712120,pop,3.068167,59,A
82195.712120,thr,3.014156,59,A
82207.178535,rt,2.271315,19,P
82207.178535,wait,1.572360,19,P
82207.178535,util,0.730280,19,P
82207.178535,pop,2.303884,19,P
82207.178535,thr,1.009227,19,P
82208.491281,rt,8.692203,19,System
82208.491281,pop,8.829737,19,System
82208.491281,util,0.986036,19,System
82208.491281,thr,1.009052,19,System
83589.147296,rt,0.997324,60,A
83589.147296,wait,0.748830,60,A
83589.147296,util,0.730404,60,A
83589.147296,pop,2.924438,60,A
83589.147296,thr,2.939498,60,A
84957.770249,rt,1.033554,61,A
84957.770249,wait,0.787447,61,A
84957.770249,util,0.735444,61,A
84957.770249,pop,3.073523,61,A
84957.770249,thr,2.992789,61,A
86305.755820,rt,4.070783,20,B
86305.755820,wait,3.269531,20,B
86305.755820,util,0.748552,20,B
86305.755820,pop,4.051155,20,B
86305.755820,thr,0.995296,20,B
86308.553974,rt,0.922595,62,A
86308.553974,wait,0.675252,62,A
86308.553974,util,0.748759,62,A
86308.553974,pop,2.793870,62,A
86308.553974,thr,3.032314,62,A
86310.124918,rt,2.260831,20,P
86310.124918,wait,1.578553,20,P
86310.124918,util,0.894528,20,P
86310.124918,pop,2.234266,20,P
86310.124918,thr,0.998307,20,P
86310.180059,rt,9.291274,20,System
86310.180059,pop,9.199867,20,System
86310.180059,util,0.981855,20,System
86310.180059,thr,0.998613,20,System
87660.900447,rt,0.919450,63,A
87660.900447,wait,0.671605,63,A
87660.900447,util,0.750341,63,A
87660.900447,pop,2.784488,63,A
87660.900447,thr,3.028810,63,A
89027.210099,rt,1.032860,64,A
89027.210099,wait,0.781328,64,A
89027.210099,util,0.755303,64,A
89027.210099,pop,3.104131,64,A
89027.210099,thr,2.997856,64,A
90411.277915,rt,0.822629,65,A
90411.277915,wait,0.575087,65,A
90411.277915,util,0.732233,65,A
90411.277915,pop,2.428476,65,A
90411.277915,thr,2.959393,65,A
90411.962801,rt,3.996743,21,B
90411.962801,wait,3.198727,21,B
90411.962801,util,0.856491,21,B
90411.962801,pop,3.990534,21,B
90411.962801,thr,0.997514,21,B
90414.287917,rt,2.429589,21,P
90414.287917,wait,1.705792,21,P
90414.287917,util,0.655891,21,P
90414.287917,pop,2.424261,21,P
90414.287917,thr,0.998011,21,P
90414.305624,rt,9.201579,21,System
90414.305624,pop,9.190476,21,System
90414.305624,util,0.980649,21,System
90414.305624,thr,0.998020,21,System
91727.291760,rt,1.081783,66,A
91727.291760,wait,0.831101,66,A
91727.291760,util,0.780475,66,A
91727.291760,pop,3.373596,66,A
91727.291760,thr,3.112429,66,A
93090.422775,rt,0.987355,67,A
93090.422775,wait,0.736912,67,A
93090.422775,util,0.751573,67,A
93090.422775,pop,2.958629,67,A
93090.422775,thr,3.004847,67,A
94472.532388,rt,4.562086,22,B
94472.532388,wait,3.740247,22,B
94472.532388,util,0.740276,22,B
94472.532388,pop,4.597745,22,B
94472.532388,thr,1.008725,22,B
94474.340643,rt,2.060171,22,P
94474.340643,wait,1.376915,22,P
94474.340643,util,0.740371,22,P
94474.340643,pop,2.077158,22,P
94474.340643,thr,1.008854,22,P
94474.498196,rt,0.897268,68,A
94474.498196,wait,0.647027,68,A
94474.498196,util,0.740563,68,A
94474.498196,pop,2.655990,68,A
94474.498196,thr,2.959376,68,A
94474.912760,rt,9.589549,22,System
94474.912760,pop,9.661901,22,System
94474.912760,util,0.989670,22,System
94474.912760,thr,1.008716,22,System
95805.217859,rt,0.944669,69,A
95805.217859,wait,0.700258,69,A
95805.217859,util,0.751826,69,A
95805.217859,pop,2.905697,69,A
95805.217859,thr,3.078034,69,A
97152.535775,rt,0.888245,70,A
97152.535775,wait,0.641039,70,A
97152.535775,util,0.752244,70,A
97152.535775,pop,2.705735,70,A
97152.535775,thr,3.040114,70,A
98486.410831,rt,4.078627,23,B
98486.410831,wait,3.276970,23,B
98486.410831,util,0.790845,23,B
98486.410831,pop,4.162078,23,B
98486.410831,thr,1.020459,23,B
98486.674269,rt,1.120194,71,A
98486.674269,wait,0.862614,71,A
98486.674269,util,0.790985,71,A
98486.674269,pop,3.434963,71,A
98486.674269,thr,3.070146,71,A
98488.059657,rt,2.309402,23,P
98488.059657,wait,1.617238,23,P
98488.059657,util,0.808496,23,P
98488.059657,pop,2.356670,23,P
98488.059657,thr,1.020500,23,P
98488.160945,rt,9.342048,23,System
98488.160945,pop,9.535119,23,System
98488.160945,util,0.992775,23,System
98488.160945,thr,1.020620,23,System
99868.773947,rt,0.806796,72,A
99868.773947,wait,0.564788,72,A
99868.773947,util,0.716671,72,A
99868.773947,pop,2.391039,72,A
99868.773947,thr,2.963607,72,A
101174.065646,rt,1.068880,73,A
101174.065646,wait,0.820334,73,A
101174.065646,util,0.779604,73,A
101174.065646,pop,3.353153,73,A
101174.065646,thr,3.137996,73,A
102573.916486,rt,3.825199,24,B
102573.916486,wait,3.028405,24,B
102573.916486,util,0.727215,24,B
102573.916486,pop,3.832526,24,B
102573.916486,thr,1.002078,24,B
102574.610819,rt,0.922903,74,A
102574.610819,wait,0.673985,74,A
102574.610819,util,0.727592,74,A
102574.610819,pop,2.697815,74,A
102574.610819,thr,2.924575,74,A
102574.653562,rt,2.220026,24,P
102574.653562,wait,1.528116,24,P
102574.653562,util,0.419091,24,P
102574.653562,pop,2.225125,24,P
102574.653562,thr,1.002302,24,P
102574.832941,rt,8.843018,24,System
102574.832941,pop,8.861542,24,System
102574.832941,util,0.982633,24,System
102574.832941,thr,1.002283,24,System
103956.647643,rt,0.836789,75,A
103956.647643,wait,0.590988,75,A
103956.647643,util,0.729391,75,A
103956.647643,pop,2.487736,75,A
103956.647643,thr,2.963742,75,A
105387.497137,rt,1.051625,76,A
105387.497137,wait,0.796390,76,A
105387.497137,util,0.730362,76,A
105387.497137,pop,3.008526,76,A
105387.497137,thr,2.862635,76,A
106757.301857,rt,3.871634,25,B
106757.301857,wait,3.070369,25,B
106757.301857,util,0.747061,25,B
106757.301857,pop,3.816879,25,B
106757.301857,thr,0.979111,25,B
106757.892329,rt,0.949373,77,A
106757.892329,wait,0.699483,77,A
106757.892329,util,0.747202,77,A
106757.892329,pop,2.836969,77,A
106757.892329,thr,2.988919,77,A
106759.087704,rt,2.009956,25,P
106759.087704,wait,1.329890,25,P
106759.087704,util,0.868713,25,P
106759.087704,pop,1.967440,25,P
106759.087704,thr,0.978866,25,P
106761.316626,rt,8.723252,25,System
106761.316626,pop,8.572059,25,System
106761.316626,util,0.975470,25,System
106761.316626,thr,0.978387,25,System
108076.390186,rt,1.117515,78,A
108076.390186,wait,0.864820,78,A
108076.390186,util,0.785142,78,A
108076.390186,pop,3.478650,78,A
108076.390186,thr,3.106566,78,A
109431.982616,rt,1.020409,79,A
109431.982616,wait,0.768661,79,A
109431.982616,util,0.759640,79,A
109431.982616,pop,3.070775,79,A
109431.982616,thr,3.021557,79,A
110790.115587,rt,4.366076,26,B
110790.115587,wait,3.550138,26,B
110790.115587,util,0.739514,26,B
110790.115587,pop,4.407143,26,B
110790.115587,thr,1.015668,26,B
110791.274615,rt,0.831576,80,A
110791.274615,wait,0.586073,80,A
110791.274615,util,0.739809,80,A
110791.274615,pop,2.505324,80,A
110791.274615,thr,3.013333,80,A
110792.275864,rt,2.467828,26,P
110792.275864,wait,1.768792,26,P
110792.275864,util,0.996626,26,P
110792.275864,pop,2.506075,26,P
110792.275864,thr,1.015574,26,P
110792.592727,rt,9.799517,26,System
110792.592727,pop,9.918364,26,System
110792.592727,util,0.984906,26,System
110792.592727,thr,1.016055,26,System
112131.307125,rt,0.975199,81,A
112131.307125,wait,0.725728,81,A
112131.307125,util,0.762900,81,A
112131.307125,pop,2.984991,81,A
112131.307125,thr,3.056642,81,A
113501.244312,rt,0.893785,82,A
113501.244312,wait,0.642124,82,A
113501.244312,util,0.752146,82,A
113501.244312,pop,2.669312,82,A
113501.244312,thr,2.989918,82,A
114846.215576,rt,1.041302,83,A
114846.215576,wait,0.793155,83,A
114846.215576,util,0.754664,83,A
114846.215576,pop,3.167381,83,A
114846.215576,thr,3.045418,83,A
114846.678607,rt,3.927821,27,B
114846.678607,wait,3.131118,27,B
114846.678607,util,0.503179,27,B
114846.678607,pop,3.968040,27,B
114846.678607,thr,1.009722,27,B
114847.480080,rt,2.384707,27,P
114847.480080,wait,1.673845,27,P
114847.480080,util,0.652427,27,P
114847.480080,pop,2.408497,27,P
114847.480080,thr,1.010060,27,P
114847.990156,rt,9.222072,27,System
114847.990156,pop,9.317417,27,System
114847.990156,util,0.986267,27,System
114847.990156,thr,1.010012,27,System
116174.255612,rt,1.226747,84,A
116174.255612,wait,0.979692,84,A
116174.255612,util,0.767642,84,A
116174.255612,pop,3.926098,84,A
116174.255612,thr,3.084244,84,A
117504.305037,rt,1.358082,85,A
117504.305037,wait,1.107223,85,A
117504.305037,util,0.766822,85,A
117504.305037,pop,4.038281,85,A
117504.305037,thr,3.079585,85,A
118757.339488,rt,4.978772,28,B
118757.339488,wait,4.168036,28,B
118757.339488,util,0.808991,28,B
118757.339488,pop,5.212589,28,B
118757.339488,thr,1.047393,28,B
118761.447581,rt,1.544595,86,A
118761.447581,wait,1.296645,86,A
118761.447581,util,0.808875,86,A
118761.447581,pop,5.037254,86,A
118761.447581,thr,3.258183,86,A
118763.195970,rt,2.490399,28,P
118763.195970,wait,1.787445,28,P
118763.195970,util,0.999723,28,P
118763.195970,pop,2.606637,28,P
118763.195970,thr,1.046041,28,P
118764.567363,rt,11.597024,28,System
118764.567363,pop,12.139347,28,System
118764.567363,util,0.989602,28,System
118764.567363,thr,1.045811,28,System
120073.158327,rt,1.022260,87,A
120073.158327,wait,0.777113,87,A
120073.158327,util,0.764652,87,A
120073.158327,pop,3.187907,87,A
120073.158327,thr,3.122640,87,A
121462.965293,rt,0.819609,88,A
121462.965293,wait,0.576066,88,A
121462.965293,util,0.717809,88,A
121462.965293,pop,2.416228,88,A
121462.965293,thr,2.947172,88,A
122844.975544,rt,3.964964,29,B
122844.975544,wait,3.160788,29,B
122844.975544,util,0.768516,29,B
122844.975544,pop,3.973690,29,B
122844.975544,thr,1.002046,29,B
122846.041562,rt,1.146537,89,A
122846.041562,wait,0.887081,89,A
122846.041562,util,0.768860,89,A
122846.041562,pop,3.396812,89,A
122846.041562,thr,2.961514,89,A
122847.844930,rt,2.367959,29,P
